TransactionID,OrderID,Order Date,Quantity,ProductID,RepID,ChannelID,PaymentID,SegmentID,CustomerID
TRX101166,ORD644683,09/10/2022,5,P1566,R1005,C-1003,PM-1126,SID-1001,C22333
TRX102170,ORD623146,09/10/2022,4,P3193,R1006,C-1004,PM-1127,SID-1002,C26191
TRX103283,ORD635259,09/10/2022,7,P9484,R1007,C-1001,PM-1122,SID-1003,C27222
TRX104301,ORD696379,09/10/2022,3,P2653,R1001,C-1002,PM-1123,SID-1001,C24669
TRX101485,ORD609691,09/10/2022,5,P0126,R1002,C-1003,PM-1124,SID-1002,C25286
TRX101671,ORD530141,09/10/2022,2,P6794,R1003,C-1004,PM-1125,SID-1001,C26342
TRX101754,ORD567805,09/10/2022,8,P5552,R1004,C-1001,PM-1126,SID-1002,C28870
TRX101928,ORD636159,09/10/2022,6,P7834,R1005,C-1002,PM-1127,SID-1003,C25026
TRX102291,ORD600469,09/10/2022,2,P1628,R1006,C-1003,PM-1122,SID-1001,C29913
TRX102308,ORD612832,09/10/2022,8,P5107,R1007,C-1004,PM-1123,SID-1002,C26773
TRX102673,ORD608312,10/10/2022,6,P0481,R1008,C-1002,PM-1124,SID-1003,C23205
TRX103403,ORD612405,10/10/2022,3,P1840,R1009,C-1002,PM-1125,SID-1004,C26822
TRX103650,ORD501818,10/10/2022,4,P6454,R1010,C-1003,PM-1126,SID-1001,C25828
TRX104185,ORD614393,11/10/2022,3,P4101,R1001,C-1002,PM-1127,SID-1002,C21250
TRX102236,ORD661376,11/10/2022,2,P2359,R1002,C-1003,PM-1122,SID-1003,C25473
TRX103075,ORD655349,11/10/2022,3,P7251,R1003,C-1004,PM-1123,SID-1004,C29065
TRX104549,ORD698642,11/10/2022,4,P4495,R1004,C-1002,PM-1124,SID-1001,C29529
TRX100113,ORD510415,12/10/2022,7,P0225,R1005,C-1002,PM-1125,SID-1002,C22069
TRX100583,ORD578077,12/10/2022,2,P1894,R1006,C-1002,PM-1126,SID-1003,C20479
TRX101717,ORD550998,12/10/2022,3,P4355,R1006,C-1002,PM-1127,SID-1004,C29342
TRX104357,ORD667759,12/10/2022,6,P4309,R1001,C-1002,PM-1122,SID-1001,C24739
TRX101758,ORD586073,13/10/2022,4,P2707,R1002,C-1002,PM-1123,SID-1001,C25231
TRX101973,ORD574503,13/10/2022,7,P7603,R1003,C-1003,PM-1124,SID-1002,C21205
TRX102853,ORD649483,13/10/2022,3,P8444,R1004,C-1002,PM-1125,SID-1001,C23600
TRX104971,ORD589499,13/10/2022,5,P1566,R1005,C-1003,PM-1126,SID-1002,C26159
TRX100005,ORD585368,14/10/2022,7,P3193,R1006,C-1004,PM-1127,SID-1003,C27062
TRX100102,ORD594816,14/10/2022,5,P9484,R1007,C-1002,PM-1122,SID-1004,C25146
TRX102924,ORD514670,14/10/2022,6,P2653,R1008,C-1003,PM-1123,SID-1001,C29424
TRX103156,ORD560591,14/10/2022,4,P0126,R1009,C-1004,PM-1124,SID-1002,C25142
TRX101230,ORD624997,14/10/2022,5,P6794,R1010,C-1002,PM-1125,SID-1003,C22332
TRX102178,ORD542213,14/10/2022,6,P5552,R1001,C-1003,PM-1126,SID-1001,C21194
TRX102527,ORD637403,14/10/2022,4,P7834,R1001,C-1004,PM-1127,SID-1002,C28609
TRX102661,ORD698967,14/10/2022,3,P1628,R1002,C-1001,PM-1122,SID-1001,C28416
TRX102772,ORD648129,14/10/2022,1,P5107,R1001,C-1002,PM-1123,SID-1002,C29720
TRX103304,ORD668177,14/10/2022,1,P0481,R1002,C-1003,PM-1124,SID-1003,C25863
TRX103311,ORD669405,15/10/2022,5,P1840,R1003,C-1004,PM-1125,SID-1001,C22985
TRX103594,ORD527599,15/10/2022,4,P6454,R1004,C-1001,PM-1126,SID-1002,C27773
TRX104124,ORD556787,15/10/2022,4,P4101,R1005,C-1002,PM-1127,SID-1003,C29562
TRX104876,ORD504126,15/10/2022,7,P2359,R1006,C-1001,PM-1122,SID-1004,C22735
TRX100245,ORD690956,15/10/2022,3,P7251,R1007,C-1001,PM-1123,SID-1001,C27679
TRX102371,ORD576122,16/10/2022,4,P4495,R1001,C-1002,PM-1124,SID-1002,C26673
TRX103088,ORD645155,16/10/2022,3,P0225,R1002,C-1003,PM-1125,SID-1003,C27244
TRX104496,ORD668209,16/10/2022,5,P1894,R1003,C-1004,PM-1126,SID-1004,C22672
TRX104917,ORD640744,17/10/2022,4,P4355,R1004,C-1001,PM-1127,SID-1001,C26271
TRX101197,ORD669247,17/10/2022,4,P4309,R1005,C-1002,PM-1122,SID-1002,C28234
TRX102091,ORD562848,17/10/2022,4,P2707,R1006,C-1003,PM-1123,SID-1003,C23541
TRX103775,ORD519545,18/10/2022,2,P7603,R1007,C-1004,PM-1124,SID-1004,C23526
TRX101645,ORD654062,18/10/2022,6,P8444,R1008,C-1001,PM-1125,SID-1001,C26479
TRX103070,ORD589954,18/10/2022,5,P1566,R1009,C-1002,PM-1126,SID-1001,C20420
TRX104794,ORD659010,19/10/2022,4,P3193,R1010,C-1003,PM-1127,SID-1002,C27082
TRX101434,ORD512105,19/10/2022,6,P9484,R1001,C-1004,PM-1122,SID-1001,C22334
TRX102984,ORD686808,19/10/2022,6,P2653,R1002,C-1002,PM-1123,SID-1002,C26039
TRX103733,ORD501024,19/10/2022,6,P0126,R1003,C-1002,PM-1124,SID-1003,C21225
TRX100895,ORD561518,19/10/2022,5,P6794,R1004,C-1003,PM-1125,SID-1004,C29961
TRX103186,ORD595469,20/10/2022,3,P5552,R1005,C-1002,PM-1126,SID-1001,C29709
TRX103515,ORD642866,20/10/2022,5,P7834,R1006,C-1003,PM-1127,SID-1002,C24476
TRX103704,ORD565717,20/10/2022,2,P1628,R1006,C-1004,PM-1122,SID-1003,C27462
TRX104810,ORD697060,21/10/2022,3,P5107,R1001,C-1002,PM-1123,SID-1001,C28379
TRX100100,ORD602546,21/10/2022,2,P0481,R1002,C-1002,PM-1124,SID-1002,C28782
TRX101908,ORD507932,21/10/2022,8,P1840,R1003,C-1002,PM-1125,SID-1001,C20797
TRX103286,ORD526248,21/10/2022,1,P6454,R1004,C-1002,PM-1126,SID-1002,C20215
TRX101117,ORD514949,22/10/2022,4,P4101,R1005,C-1002,PM-1127,SID-1003,C29994
TRX101430,ORD681521,22/10/2022,3,P2359,R1006,C-1002,PM-1122,SID-1001,C29637
TRX102538,ORD607056,22/10/2022,1,P7251,R1007,C-1003,PM-1123,SID-1002,C20870
TRX104191,ORD675693,23/10/2022,1,P4495,R1008,C-1002,PM-1124,SID-1003,C24971
TRX101792,ORD626998,23/10/2022,2,P0225,R1009,C-1003,PM-1125,SID-1004,C21106
TRX102074,ORD574782,23/10/2022,2,P1894,R1010,C-1004,PM-1126,SID-1001,C22795
TRX103983,ORD532183,23/10/2022,5,P4355,R1001,C-1002,PM-1127,SID-1002,C27415
TRX101062,ORD698913,23/10/2022,2,P4309,R1001,C-1003,PM-1122,SID-1003,C24426
TRX102161,ORD522184,24/10/2022,3,P2707,R1002,C-1004,PM-1123,SID-1004,C22427
TRX102568,ORD620746,24/10/2022,4,P7603,R1001,C-1002,PM-1124,SID-1001,C24253
TRX102760,ORD530881,25/10/2022,3,P8444,R1002,C-1003,PM-1125,SID-1002,C21684
TRX104788,ORD674762,26/10/2022,8,P1566,R1003,C-1004,PM-1126,SID-1003,C26358
TRX101009,ORD694818,26/10/2022,6,P3193,R1004,C-1001,PM-1127,SID-1004,C25468
TRX101291,ORD507948,26/10/2022,6,P9484,R1005,C-1002,PM-1122,SID-1001,C22248
TRX104585,ORD618023,27/10/2022,4,P2653,R1006,C-1003,PM-1123,SID-1001,C28222
TRX101102,ORD611798,27/10/2022,4,P0126,R1007,C-1004,PM-1124,SID-1002,C28807
TRX102636,ORD628917,27/10/2022,6,P6794,R1001,C-1001,PM-1125,SID-1001,C22894
TRX102858,ORD640952,27/10/2022,5,P5552,R1002,C-1002,PM-1126,SID-1002,C29800
TRX101550,ORD523590,27/10/2022,2,P7834,R1003,C-1001,PM-1127,SID-1003,C21785
TRX101753,ORD662089,27/10/2022,3,P1628,R1004,C-1001,PM-1122,SID-1004,C22968
TRX102276,ORD619514,29/10/2022,3,P5107,R1005,C-1002,PM-1123,SID-1001,C20787
TRX103181,ORD583640,29/10/2022,5,P0481,R1006,C-1003,PM-1124,SID-1002,C20377
TRX104593,ORD608314,29/10/2022,5,P1840,R1007,C-1004,PM-1125,SID-1003,C27173
TRX104923,ORD672332,30/10/2022,4,P6454,R1008,C-1001,PM-1126,SID-1001,C25771
TRX100521,ORD526324,30/10/2022,2,P4101,R1009,C-1002,PM-1127,SID-1002,C29804
TRX101732,ORD686280,30/10/2022,2,P2359,R1010,C-1003,PM-1122,SID-1001,C27055
TRX103925,ORD670100,30/10/2022,3,P7251,R1001,C-1004,PM-1123,SID-1002,C24940
TRX100537,ORD614338,30/10/2022,4,P4495,R1002,C-1001,PM-1124,SID-1003,C25496
TRX101287,ORD667175,30/10/2022,3,P0225,R1003,C-1002,PM-1125,SID-1001,C23451
TRX101547,ORD573177,31/10/2022,3,P1894,R1004,C-1003,PM-1126,SID-1002,C24717
TRX102218,ORD556132,31/10/2022,3,P4355,R1005,C-1004,PM-1127,SID-1003,C26486
TRX103731,ORD594866,31/10/2022,5,P4309,R1006,C-1002,PM-1122,SID-1004,C25385
TRX103939,ORD531742,31/10/2022,5,P2707,R1006,C-1002,PM-1123,SID-1001,C21463
TRX100394,ORD657259,01/11/2022,5,P7603,R1001,C-1003,PM-1124,SID-1002,C21070
TRX101339,ORD690090,01/11/2022,3,P8444,R1002,C-1002,PM-1125,SID-1003,C23717
TRX103575,ORD606963,01/11/2022,3,P1566,R1003,C-1003,PM-1126,SID-1004,C28520
TRX103961,ORD678589,01/11/2022,5,P3193,R1004,C-1004,PM-1127,SID-1001,C29647
TRX101027,ORD606920,01/11/2022,5,P9484,R1005,C-1002,PM-1122,SID-1002,C29326
TRX102707,ORD605742,02/11/2022,3,P2653,R1006,C-1002,PM-1123,SID-1003,C21728
TRX103635,ORD667716,02/11/2022,5,P0126,R1007,C-1002,PM-1124,SID-1004,C25134
TRX104418,ORD522010,02/11/2022,3,P6794,R1008,C-1002,PM-1125,SID-1001,C27003
TRX104898,ORD688820,02/11/2022,3,P5552,R1009,C-1002,PM-1126,SID-1001,C25108
TRX100388,ORD547404,02/11/2022,5,P7834,R1010,C-1002,PM-1127,SID-1002,C23858
TRX100836,ORD627390,02/11/2022,4,P1628,R1001,C-1003,PM-1122,SID-1001,C21167
TRX100893,ORD520728,03/11/2022,4,P5107,R1001,C-1002,PM-1123,SID-1002,C22105
TRX102175,ORD666982,03/11/2022,4,P0481,R1002,C-1003,PM-1124,SID-1003,C29374
TRX102559,ORD587266,03/11/2022,7,P1840,R1001,C-1004,PM-1125,SID-1004,C26051
TRX104334,ORD698593,04/11/2022,2,P6454,R1002,C-1002,PM-1126,SID-1001,C21807
TRX101767,ORD653133,04/11/2022,2,P4101,R1003,C-1003,PM-1127,SID-1002,C22988
TRX102430,ORD680311,04/11/2022,6,P2359,R1004,C-1004,PM-1122,SID-1003,C23365
TRX103960,ORD666642,04/11/2022,2,P7251,R1005,C-1002,PM-1123,SID-1001,C24742
TRX101641,ORD520295,05/11/2022,6,P4495,R1006,C-1003,PM-1124,SID-1002,C28349
TRX103450,ORD635628,05/11/2022,2,P0225,R1007,C-1004,PM-1125,SID-1001,C20468
TRX104117,ORD635180,05/11/2022,5,P1894,R1001,C-1001,PM-1126,SID-1002,C26258
TRX104979,ORD572477,05/11/2022,4,P4355,R1002,C-1002,PM-1127,SID-1003,C24637
TRX100584,ORD565904,05/11/2022,3,P4309,R1003,C-1003,PM-1122,SID-1001,C28408
TRX101607,ORD577934,06/11/2022,3,P2707,R1004,C-1004,PM-1123,SID-1002,C27759
TRX102975,ORD645964,06/11/2022,4,P7603,R1005,C-1001,PM-1124,SID-1003,C25499
TRX103495,ORD641664,06/11/2022,5,P8444,R1006,C-1002,PM-1125,SID-1004,C27580
TRX104184,ORD508652,07/11/2022,5,P1566,R1007,C-1001,PM-1126,SID-1001,C22460
TRX101570,ORD699051,07/11/2022,5,P3193,R1008,C-1001,PM-1127,SID-1002,C28516
TRX102677,ORD685808,07/11/2022,2,P9484,R1009,C-1002,PM-1122,SID-1003,C26290
TRX103898,ORD531490,08/11/2022,2,P2653,R1010,C-1003,PM-1123,SID-1004,C26303
TRX100835,ORD511329,09/11/2022,3,P0126,R1001,C-1004,PM-1124,SID-1001,C29939
TRX102228,ORD573925,09/11/2022,4,P6794,R1002,C-1001,PM-1125,SID-1002,C27548
TRX103297,ORD579138,09/11/2022,5,P5552,R1003,C-1002,PM-1126,SID-1003,C21731
TRX101049,ORD535671,09/11/2022,4,P7834,R1004,C-1003,PM-1127,SID-1004,C22955
TRX100587,ORD620421,09/11/2022,6,P1628,R1005,C-1004,PM-1122,SID-1001,C27501
TRX100664,ORD589369,10/11/2022,2,P5107,R1006,C-1001,PM-1123,SID-1001,C20886
TRX101374,ORD596421,10/11/2022,2,P0481,R1006,C-1002,PM-1124,SID-1002,C27111
TRX102644,ORD679617,10/11/2022,5,P1840,R1001,C-1003,PM-1125,SID-1001,C22929
TRX103373,ORD662340,10/11/2022,5,P6454,R1002,C-1004,PM-1126,SID-1002,C25323
TRX104848,ORD648864,10/11/2022,4,P4101,R1003,C-1002,PM-1127,SID-1003,C20235
TRX100119,ORD551854,10/11/2022,3,P2359,R1004,C-1002,PM-1122,SID-1004,C26058
TRX100153,ORD563035,10/11/2022,5,P7251,R1005,C-1003,PM-1123,SID-1001,C29368
TRX100713,ORD560308,11/11/2022,5,P4495,R1006,C-1002,PM-1124,SID-1002,C27018
TRX101555,ORD565792,11/11/2022,5,P0225,R1007,C-1003,PM-1125,SID-1003,C23046
TRX102012,ORD666388,11/11/2022,4,P1894,R1008,C-1004,PM-1126,SID-1001,C25769
TRX102405,ORD647856,11/11/2022,3,P4355,R1009,C-1002,PM-1127,SID-1002,C22805
TRX104290,ORD506323,12/11/2022,4,P4309,R1010,C-1002,PM-1122,SID-1001,C22338
TRX101921,ORD576575,12/11/2022,6,P2707,R1001,C-1002,PM-1123,SID-1002,C22802
TRX103855,ORD594692,12/11/2022,3,P7603,R1001,C-1002,PM-1124,SID-1003,C23066
TRX104653,ORD556609,12/11/2022,4,P8444,R1002,C-1002,PM-1125,SID-1001,C24252
TRX104735,ORD695607,12/11/2022,4,P1566,R1001,C-1002,PM-1126,SID-1002,C28825
TRX100998,ORD554972,12/11/2022,6,P3193,R1002,C-1003,PM-1127,SID-1003,C20173
TRX101685,ORD609654,13/11/2022,2,P9484,R1003,C-1002,PM-1122,SID-1004,C26647
TRX102037,ORD545798,13/11/2022,3,P2653,R1004,C-1003,PM-1123,SID-1001,C22369
TRX102807,ORD555491,13/11/2022,7,P0126,R1005,C-1004,PM-1124,SID-1002,C25366
TRX102810,ORD674694,13/11/2022,5,P6794,R1006,C-1002,PM-1125,SID-1003,C20716
TRX102929,ORD649596,14/11/2022,5,P5552,R1007,C-1003,PM-1126,SID-1004,C26120
TRX100409,ORD579268,14/11/2022,4,P7834,R1001,C-1004,PM-1127,SID-1001,C21797
TRX101064,ORD533358,14/11/2022,5,P1628,R1002,C-1002,PM-1122,SID-1002,C29628
TRX101246,ORD506616,14/11/2022,2,P5107,R1003,C-1003,PM-1123,SID-1003,C28230
TRX101403,ORD671548,15/11/2022,8,P0481,R1004,C-1004,PM-1124,SID-1004,C25426
TRX100277,ORD524359,15/11/2022,5,P1840,R1005,C-1001,PM-1125,SID-1001,C28755
TRX101672,ORD600393,15/11/2022,2,P6454,R1006,C-1002,PM-1126,SID-1001,C25337
TRX102502,ORD592481,15/11/2022,5,P4101,R1007,C-1003,PM-1127,SID-1002,C24753
TRX104651,ORD652870,15/11/2022,3,P2359,R1008,C-1004,PM-1122,SID-1001,C21100
TRX100032,ORD658631,17/11/2022,5,P7251,R1009,C-1001,PM-1123,SID-1002,C20369
TRX100357,ORD677557,17/11/2022,3,P4495,R1010,C-1002,PM-1124,SID-1003,C24766
TRX101452,ORD599793,18/11/2022,9,P0225,R1001,C-1001,PM-1125,SID-1004,C24281
TRX103380,ORD602654,18/11/2022,3,P1894,R1002,C-1001,PM-1126,SID-1001,C23748
TRX103552,ORD686171,18/11/2022,2,P4355,R1003,C-1002,PM-1127,SID-1002,C24441
TRX100871,ORD635989,19/11/2022,3,P4309,R1004,C-1003,PM-1122,SID-1003,C28138
TRX104780,ORD543373,19/11/2022,4,P2707,R1005,C-1004,PM-1123,SID-1001,C25582
TRX100866,ORD634898,19/11/2022,7,P7603,R1006,C-1001,PM-1124,SID-1002,C25805
TRX103836,ORD561571,19/11/2022,6,P8444,R1006,C-1002,PM-1125,SID-1001,C24320
TRX104423,ORD560859,19/11/2022,4,P1566,R1001,C-1003,PM-1126,SID-1002,C27111
TRX100292,ORD679307,19/11/2022,8,P3193,R1002,C-1004,PM-1127,SID-1003,C22929
TRX101444,ORD581260,19/11/2022,5,P9484,R1003,C-1001,PM-1122,SID-1001,C25323
TRX101453,ORD570425,19/11/2022,3,P2653,R1004,C-1002,PM-1123,SID-1002,C20235
TRX101965,ORD578938,20/11/2022,1,P0126,R1005,C-1003,PM-1124,SID-1003,C26058
TRX103435,ORD646487,20/11/2022,6,P6794,R1006,C-1004,PM-1125,SID-1004,C29368
TRX103569,ORD599605,20/11/2022,5,P5552,R1007,C-1002,PM-1126,SID-1001,C27018
TRX103746,ORD678509,20/11/2022,4,P7834,R1008,C-1002,PM-1127,SID-1002,C23046
TRX104981,ORD631617,20/11/2022,2,P1628,R1009,C-1003,PM-1122,SID-1003,C25769
TRX100140,ORD691252,20/11/2022,4,P5107,R1010,C-1002,PM-1123,SID-1004,C22805
TRX100342,ORD622513,21/11/2022,2,P0481,R1001,C-1003,PM-1124,SID-1001,C22338
TRX101128,ORD693678,21/11/2022,6,P1840,R1001,C-1004,PM-1125,SID-1002,C22802
TRX102066,ORD607677,22/11/2022,2,P6454,R1002,C-1002,PM-1126,SID-1003,C23066
TRX102311,ORD503242,22/11/2022,2,P4101,R1001,C-1002,PM-1127,SID-1004,C24252
TRX103234,ORD614735,22/11/2022,4,P2359,R1002,C-1002,PM-1122,SID-1001,C28825
TRX100987,ORD596538,22/11/2022,3,P7251,R1003,C-1002,PM-1123,SID-1001,C20173
TRX104208,ORD507982,23/11/2022,2,P4495,R1004,C-1002,PM-1124,SID-1002,C26647
TRX100562,ORD563699,23/11/2022,3,P0225,R1005,C-1002,PM-1125,SID-1001,C22369
TRX101622,ORD672040,23/11/2022,2,P1894,R1006,C-1003,PM-1126,SID-1002,C25366
TRX103242,ORD627889,23/11/2022,4,P4355,R1007,C-1002,PM-1127,SID-1003,C20716
TRX104020,ORD664195,23/11/2022,7,P4309,R1001,C-1003,PM-1122,SID-1004,C26120
TRX100028,ORD631032,23/11/2022,2,P2707,R1002,C-1004,PM-1123,SID-1001,C21797
TRX100420,ORD584727,23/11/2022,3,P7603,R1003,C-1002,PM-1124,SID-1002,C29628
TRX102104,ORD672750,24/11/2022,4,P8444,R1004,C-1003,PM-1125,SID-1003,C28230
TRX103682,ORD556748,24/11/2022,3,P1566,R1005,C-1004,PM-1126,SID-1001,C25426
TRX104380,ORD516663,24/11/2022,2,P3193,R1006,C-1002,PM-1127,SID-1002,C27111
TRX104672,ORD596260,24/11/2022,1,P9484,R1007,C-1003,PM-1122,SID-1001,C22929
TRX104919,ORD641604,24/11/2022,4,P2653,R1008,C-1004,PM-1123,SID-1002,C25323
TRX100121,ORD686989,25/11/2022,5,P0126,R1009,C-1001,PM-1124,SID-1003,C20235
TRX101906,ORD611790,25/11/2022,4,P6794,R1010,C-1002,PM-1125,SID-1001,C26058
TRX102099,ORD611510,26/11/2022,4,P5552,R1001,C-1003,PM-1126,SID-1002,C29368
TRX102393,ORD675101,26/11/2022,3,P7834,R1002,C-1004,PM-1127,SID-1003,C27018
TRX103010,ORD502852,26/11/2022,2,P1628,R1003,C-1001,PM-1122,SID-1004,C23046
TRX101728,ORD566746,26/11/2022,4,P5107,R1004,C-1002,PM-1123,SID-1001,C25769
TRX104320,ORD581720,26/11/2022,4,P0481,R1005,C-1001,PM-1124,SID-1002,C22805
TRX100946,ORD681778,27/11/2022,3,P1840,R1006,C-1001,PM-1125,SID-1003,C22338
TRX103823,ORD661639,27/11/2022,4,P6454,R1006,C-1002,PM-1126,SID-1004,C22802
TRX104590,ORD598990,27/11/2022,2,P4101,R1001,C-1003,PM-1127,SID-1001,C23066
TRX104645,ORD695281,28/11/2022,4,P2359,R1002,C-1004,PM-1122,SID-1002,C24252
TRX104811,ORD625369,28/11/2022,5,P7251,R1003,C-1001,PM-1123,SID-1003,C28825
TRX100155,ORD636147,29/11/2022,6,P4495,R1004,C-1002,PM-1124,SID-1004,C20173
TRX100380,ORD680394,29/11/2022,2,P0225,R1005,C-1003,PM-1125,SID-1001,C26647
TRX104994,ORD550125,29/11/2022,4,P1894,R1006,C-1004,PM-1126,SID-1001,C22369
TRX101714,ORD621644,29/11/2022,2,P4355,R1007,C-1001,PM-1127,SID-1002,C25366
TRX102015,ORD535614,29/11/2022,2,P4309,R1008,C-1002,PM-1122,SID-1001,C20716
TRX100411,ORD618495,30/11/2022,6,P2707,R1009,C-1003,PM-1123,SID-1002,C26120
TRX101686,ORD680527,30/11/2022,2,P7603,R1010,C-1004,PM-1124,SID-1003,C21797
TRX102182,ORD543567,30/11/2022,2,P8444,R1001,C-1002,PM-1125,SID-1004,C29628
TRX102352,ORD530794,01/12/2022,4,P1566,R1001,C-1002,PM-1126,SID-1001,C28230
TRX102764,ORD698497,01/12/2022,5,P3193,R1002,C-1003,PM-1127,SID-1002,C25426
TRX100068,ORD522661,02/12/2022,2,P9484,R1001,C-1002,PM-1122,SID-1003,C28755
TRX103810,ORD548836,03/12/2022,5,P2653,R1002,C-1003,PM-1123,SID-1001,C25337
TRX104065,ORD517422,03/12/2022,3,P0126,R1003,C-1004,PM-1124,SID-1002,C24753
TRX100079,ORD546656,03/12/2022,1,P6794,R1004,C-1002,PM-1125,SID-1001,C21100
TRX104058,ORD631221,03/12/2022,2,P5552,R1005,C-1002,PM-1126,SID-1002,C20369
TRX100678,ORD692667,03/12/2022,5,P7834,R1006,C-1002,PM-1127,SID-1003,C24766
TRX103405,ORD615978,03/12/2022,6,P1628,R1007,C-1002,PM-1122,SID-1001,C24281
TRX101189,ORD508645,04/12/2022,2,P5107,R1001,C-1002,PM-1123,SID-1002,C23748
TRX102431,ORD650455,04/12/2022,2,P0481,R1002,C-1002,PM-1124,SID-1003,C24441
TRX103005,ORD546471,04/12/2022,6,P1840,R1003,C-1003,PM-1125,SID-1004,C28138
TRX103292,ORD570216,04/12/2022,4,P6454,R1004,C-1002,PM-1126,SID-1001,C25582
TRX103554,ORD611139,05/12/2022,3,P4101,R1005,C-1003,PM-1127,SID-1002,C25805
TRX104494,ORD511730,05/12/2022,3,P2359,R1006,C-1004,PM-1122,SID-1003,C24320
TRX100267,ORD632050,05/12/2022,3,P7251,R1007,C-1002,PM-1123,SID-1004,C25681
TRX102014,ORD682948,05/12/2022,3,P4495,R1008,C-1003,PM-1124,SID-1001,C22241
TRX103833,ORD564840,06/12/2022,4,P0225,R1009,C-1004,PM-1125,SID-1002,C22182
TRX104258,ORD563203,06/12/2022,4,P1894,R1010,C-1002,PM-1126,SID-1003,C20036
TRX100179,ORD507042,06/12/2022,5,P4355,R1001,C-1003,PM-1127,SID-1004,C24831
TRX100623,ORD566371,06/12/2022,2,P4309,R1002,C-1004,PM-1122,SID-1001,C23614
TRX103249,ORD600644,06/12/2022,6,P2707,R1003,C-1001,PM-1123,SID-1001,C25723
TRX104427,ORD553637,07/12/2022,8,P7603,R1004,C-1002,PM-1124,SID-1002,C29894
TRX100898,ORD633586,07/12/2022,3,P8444,R1005,C-1003,PM-1125,SID-1001,C21524
TRX101689,ORD514860,07/12/2022,2,P1566,R1006,C-1004,PM-1126,SID-1002,C21478
TRX103154,ORD556418,07/12/2022,4,P3193,R1006,C-1001,PM-1127,SID-1003,C27606
TRX104915,ORD537319,08/12/2022,5,P9484,R1001,C-1002,PM-1122,SID-1004,C27713
TRX104973,ORD641026,08/12/2022,6,P2653,R1002,C-1001,PM-1123,SID-1001,C28602
TRX100260,ORD537641,08/12/2022,3,P0126,R1003,C-1001,PM-1124,SID-1002,C24726
TRX101092,ORD622529,08/12/2022,3,P6794,R1004,C-1002,PM-1125,SID-1003,C23799
TRX102951,ORD662216,08/12/2022,2,P5552,R1005,C-1003,PM-1126,SID-1001,C25544
TRX103799,ORD648988,09/12/2022,3,P7834,R1006,C-1004,PM-1127,SID-1002,C21040
TRX101891,ORD564709,09/12/2022,4,P1628,R1007,C-1001,PM-1122,SID-1001,C27167
TRX103085,ORD644897,09/12/2022,2,P5107,R1008,C-1002,PM-1123,SID-1002,C29949
TRX103411,ORD647179,09/12/2022,11,P0481,R1009,C-1003,PM-1124,SID-1003,C26243
TRX103433,ORD584566,09/12/2022,5,P1840,R1010,C-1004,PM-1125,SID-1001,C26380
TRX104376,ORD546015,10/12/2022,5,P6454,R1001,C-1001,PM-1126,SID-1002,C28722
TRX102860,ORD652171,11/12/2022,4,P4101,R1001,C-1002,PM-1127,SID-1003,C22895
TRX103108,ORD597447,11/12/2022,5,P2359,R1002,C-1003,PM-1122,SID-1004,C20458
TRX103929,ORD654450,11/12/2022,4,P7251,R1001,C-1004,PM-1123,SID-1001,C28082
TRX104242,ORD537188,11/12/2022,6,P4495,R1002,C-1002,PM-1124,SID-1002,C23298
TRX104720,ORD691629,11/12/2022,4,P0225,R1003,C-1002,PM-1125,SID-1003,C22654
TRX100674,ORD527387,12/12/2022,3,P1894,R1004,C-1003,PM-1126,SID-1004,C22333
TRX103781,ORD601217,12/12/2022,2,P4355,R1005,C-1002,PM-1127,SID-1001,C26191
TRX101537,ORD595176,12/12/2022,9,P4309,R1006,C-1003,PM-1122,SID-1002,C27222
TRX102658,ORD670153,13/12/2022,3,P2707,R1007,C-1004,PM-1123,SID-1003,C24669
TRX103119,ORD657933,13/12/2022,3,P7603,R1001,C-1002,PM-1124,SID-1004,C25286
TRX103166,ORD566373,14/12/2022,4,P8444,R1002,C-1002,PM-1125,SID-1001,C26342
TRX103620,ORD646883,14/12/2022,4,P1566,R1003,C-1002,PM-1126,SID-1001,C28870
TRX102034,ORD646651,14/12/2022,4,P3193,R1004,C-1002,PM-1127,SID-1002,C25026
TRX104206,ORD556665,15/12/2022,3,P9484,R1005,C-1002,PM-1122,SID-1001,C29913
TRX104854,ORD582590,15/12/2022,2,P2653,R1006,C-1002,PM-1123,SID-1002,C26773
TRX102660,ORD611981,15/12/2022,3,P0126,R1007,C-1003,PM-1124,SID-1003,C23205
TRX104268,ORD514462,16/12/2022,3,P6794,R1008,C-1002,PM-1125,SID-1004,C26822
TRX100509,ORD501954,16/12/2022,5,P5552,R1009,C-1003,PM-1126,SID-1001,C25828
TRX102850,ORD545656,16/12/2022,7,P7834,R1010,C-1004,PM-1127,SID-1002,C21250
TRX102852,ORD596976,17/12/2022,5,P1628,R1001,C-1002,PM-1122,SID-1003,C25473
TRX101108,ORD517391,17/12/2022,2,P5107,R1002,C-1003,PM-1123,SID-1001,C29065
TRX103821,ORD624727,17/12/2022,6,P0481,R1003,C-1004,PM-1124,SID-1002,C29529
TRX104144,ORD570866,18/12/2022,3,P1840,R1004,C-1002,PM-1125,SID-1001,C22069
TRX102213,ORD648457,19/12/2022,1,P6454,R1005,C-1003,PM-1126,SID-1002,C20479
TRX103869,ORD639885,20/12/2022,4,P4101,R1006,C-1004,PM-1127,SID-1003,C29342
